,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
301,Treatment_time_270_both,Late IVT only,-75.46699007831513,-6.153913562577218,-1.2088914115261287,6.762689326088875,71.26617620810866,1.0077797522222054,18.82737585396058,255,2
302,Treatment_time_270_both,Late MT only,-31.978922757394614,11.440508062243463,22.493509184587747,37.03208703379147,124.22886480599642,24.894034242917403,21.348901173543002,265,2
303,Treatment_time_270_both,No treatment,-19.835926969693972,1.1499931533169,1.991752452859655,3.374607843724079,24.077997453007846,2.5931922121914717,3.2574049461773056,18870,2
304,Treatment_time_270_both,Early IVT & early MT,-66.97271532004699,-20.92941876538098,-12.714970109350979,-4.59167380460538,43.39069483146071,-13.372195017078527,15.477966878987123,345,3
305,Treatment_time_270_both,Early IVT & late MT,-49.940999492555854,0.15677151993848382,5.666091369353235,13.421500767553226,90.96645020768047,6.681170798808661,14.838489483461187,335,3
306,Treatment_time_270_both,Early IVT only,-29.15155310070142,-2.5164747152291236,-1.3091643304377794,0.3249355896376073,67.32574490910396,-0.7889548568263766,4.029529309130376,6965,3
307,Treatment_time_270_both,Early MT only,-71.57299279257656,-18.420452912375332,-3.75277944881469,5.835128479553386,57.36337864752859,-4.906559935943873,19.63053628995968,170,3
308,Treatment_time_270_both,Late IVT & late MT,-53.64463843852282,0.2558810833096503,30.37205036327243,45.91144551180303,187.95333703190087,35.84793511120789,54.341596319363695,20,3
309,Treatment_time_270_both,Late IVT only,-55.61591991968453,-2.0273085199669003,2.4372700831666587,6.914127412475645,56.163729129806164,3.3006435848907407,13.759659031186496,260,3
310,Treatment_time_270_both,Late MT only,-82.59331592677161,10.33018558608368,18.747217341735958,30.228026677984744,107.37199882864952,20.30709123687491,19.44661568185853,285,3
311,Treatment_time_270_both,No treatment,-4.6300319543480875,2.8810412905714475,3.220693756188266,4.343045180470217,19.261613863501697,4.007781985482356,2.043846126861015,18890,3
312,Treatment_time_270_both,Early IVT & early MT,-109.28254015032202,-29.04420139186899,-21.400848765831906,-14.908725959490985,20.43934307692107,-23.7039684709382,15.250119856432496,370,4
313,Treatment_time_270_both,Early IVT & late MT,-93.32107113130391,3.482053191922605,10.00963384002447,17.557851141095163,95.7155267187953,10.487063319755965,15.703791938434138,415,4
314,Treatment_time_270_both,Early IVT only,-46.80183766137809,-2.645209551625885,-1.3545152719691396,-0.3011449128948152,37.15516899175942,-1.207842669970758,3.25788173153556,7000,4
315,Treatment_time_270_both,Early MT only,-45.26199995648116,-9.521480796011165,1.9767479234933854,12.52573439611122,77.49288151085376,2.5539940330497917,18.831252993209247,160,4
316,Treatment_time_270_both,Late IVT & late MT,-2.0043484894931316,15.597646515443921,41.74469204649329,63.55954086309299,122.2349223279953,42.070986134912815,29.23874623030106,30,4
317,Treatment_time_270_both,Late IVT only,-58.42144674923271,-3.039952227063477,2.522069188412279,11.623631017562001,96.98007701400667,6.113472828232221,16.278170390175966,295,4
318,Treatment_time_270_both,Late MT only,-48.27306585650891,9.814529476054012,19.61003931481391,32.455904352664945,93.55122421100735,20.38568285057621,20.970062694087037,290,4
319,Treatment_time_270_both,No treatment,-14.697783796563744,3.3230295018292964,4.06251110356301,5.946356916865334,34.51982862116769,5.023246317274841,3.363819417117335,18715,4
